client_id,age,gender,geography,tenure_years,credit_score,salary_monthly_rub,balance_rub,n_products,has_credit_card,is_active_member,tx_count_90d,turnover_outflow_90d,tx_count_30d,turnover_outflow_30d,turnover_outflow_60d_prev,days_since_last_tx,inflow_30d,inflow_60d_prev,sessions_30d,sessions_60d_prev,days_since_last_login,unsubscribe_count_90d,support_tickets_30d,push_received_90d,push_opened_90d,turnover_drop_30d_vs_60d_pct,sessions_drop_30d_vs_60d_pct,push_open_rate_90d,inflow_drop_pct,churned_in_next_28d,already_churned_at_snapshot
5788,48,F,Москва,9,690,94174,41586,1,0,1,72.0,156446.0,0.0,0.0,44882.0,42,0.0,119577.0,0.0,16.0,39,0.0,0.0,21.0,5.0,1.0,1.0,0.23809523809523808,1.0,0,1
5789,18,F,Санкт-Петербург,5,715,67076,55856,2,1,1,154.0,416664.0,44.0,113126.0,148205.0,1,291002.0,151760.0,56.0,49.0,0,0.0,0.0,29.0,18.0,0.23669241928409973,-0.14285714285714285,0.6206896551724138,-0.9175144965735371,0,0
5790,51,M,Регион,1,754,41235,0,2,0,1,111.0,338200.0,33.0,87402.0,129521.0,0,39330.0,103358.0,53.0,63.0,0,0.0,0.0,29.0,19.0,0.32519050964708424,0.15873015873015872,0.6551724137931034,0.6194779310745177,0,0
5791,51,F,Регион,2,702,30176,234948,1,0,1,131.0,451773.0,34.0,102337.0,166252.0,0,143064.0,172334.0,17.0,10.0,1,0.0,0.0,29.0,20.0,0.3844465028992132,-0.7,0.6896551724137931,0.1698446040827695,0,0
5792,34,F,Регион,10,805,39915,451636,1,1,0,123.0,365340.0,49.0,126726.0,163510.0,0,220181.0,347837.0,5.0,16.0,0,0.0,0.0,29.0,14.0,0.22496483395510977,0.6875,0.4827586206896552,0.36699948539114585,0,0
5793,21,M,Регион,8,467,75748,471831,1,1,1,102.0,197311.0,35.0,76429.0,33416.0,1,374192.0,295034.0,58.0,50.0,0,0.0,0.0,29.0,20.0,-1.287197749581039,-0.16,0.6896551724137931,-0.26830128053037955,0,0
5794,45,M,Москва,10,706,164733,675594,3,0,0,95.0,253646.0,27.0,115470.0,77108.0,2,317318.0,211542.0,23.0,13.0,1,0.0,0.0,29.0,11.0,-0.4975099859936712,-0.7692307692307693,0.3793103448275862,-0.500023635968271,0,0
5795,32,F,Москва,5,698,52725,77644,2,1,1,118.0,326440.0,34.0,63374.0,176585.0,0,134737.0,20651.0,28.0,17.0,0,0.0,0.0,29.0,19.0,0.6411133448480901,-0.6470588235294118,0.6551724137931034,-5.524478233499589,0,0
5796,20,F,Регион,6,740,36323,8044,1,1,0,27.0,50015.0,0.0,0.0,8551.0,36,0.0,0.0,0.0,9.0,34,1.0,0.0,21.0,4.0,1.0,1.0,0.19047619047619047,0.0,0,1
5797,61,F,Москва,1,804,218452,0,2,1,0,142.0,331365.0,57.0,151044.0,94741.0,0,1184307.0,1064694.0,22.0,17.0,0,0.0,0.0,29.0,12.0,-0.5942833620080008,-0.29411764705882354,0.41379310344827586,-0.11234495545198903,0,0
5798,27,F,Регион,7,561,47900,0,1,1,1,184.0,462076.0,58.0,169914.0,145660.0,0,389485.0,777419.0,30.0,28.0,0,0.0,0.0,29.0,15.0,-0.16651105313744335,-0.07142857142857142,0.5172413793103449,0.4990024684243632,0,0
5799,20,F,Москва,6,801,37180,91854,2,0,0,94.0,302989.0,33.0,115884.0,104674.0,0,130445.0,13211.0,25.0,23.0,0,0.0,0.0,29.0,8.0,-0.10709440739820777,-0.08695652173913043,0.27586206896551724,-8.873968662478237,0,0
5800,41,M,Регион,0,731,46893,595275,1,1,1,157.0,389548.0,59.0,151196.0,102266.0,0,153519.0,151319.0,25.0,40.0,1,0.0,0.0,29.0,16.0,-0.47845813857978214,0.375,0.5517241379310345,-0.014538821958908002,0,0
5801,37,M,Регион,9,631,45512,172196,1,0,1,149.0,433020.0,56.0,170458.0,123623.0,0,383759.0,205083.0,65.0,52.0,0,0.0,0.0,29.0,16.0,-0.3788534496008024,-0.25,0.5517241379310345,-0.8712374989638342,0,0
5802,56,F,Санкт-Петербург,4,559,128326,12026,2,1,1,141.0,474173.0,51.0,142969.0,196605.0,0,253180.0,552411.0,40.0,48.0,0,0.0,1.0,29.0,16.0,0.27281096615040307,0.16666666666666666,0.5517241379310345,0.5416818274799018,0,0
5803,33,F,Санкт-Петербург,10,670,30000,0,3,1,1,107.0,270941.0,38.0,110707.0,90946.0,0,138727.0,76755.0,29.0,19.0,0,1.0,0.0,29.0,16.0,-0.21728278319002484,-0.5263157894736842,0.5517241379310345,-0.8074001693700736,0,0
5804,34,F,Регион,9,679,85537,164993,1,1,1,124.0,373059.0,38.0,98132.0,157763.0,0,66264.0,341680.0,24.0,30.0,5,0.0,0.0,29.0,13.0,0.37797835994498075,0.2,0.4482758620689655,0.8060641535940061,0,0
5805,42,F,Регион,4,684,59482,25948,1,0,0,86.0,249814.0,26.0,34908.0,148185.0,2,18315.0,230884.0,11.0,12.0,3,0.0,0.0,29.0,8.0,0.7644295981374633,0.08333333333333333,0.27586206896551724,0.9206744512395835,0,0
5806,40,F,Регион,0,587,42872,600895,2,1,1,140.0,362009.0,53.0,158613.0,94696.0,0,158009.0,109858.0,39.0,45.0,1,0.0,0.0,29.0,12.0,-0.6749704316972206,0.13333333333333333,0.41379310344827586,-0.4383021718946276,0,0
5807,41,F,Регион,1,711,48945,58184,2,0,1,101.0,347031.0,35.0,125249.0,97533.0,0,309417.0,231631.0,32.0,52.0,0,0.0,0.0,29.0,14.0,-0.28417048588682803,0.38461538461538464,0.4827586206896552,-0.33581860804469177,0,0
5808,41,F,Москва,3,609,51513,67088,3,1,0,128.0,377097.0,45.0,93351.0,121852.0,0,183974.0,193626.0,28.0,33.0,0,0.0,0.0,29.0,10.0,0.2338984998194531,0.15151515151515152,0.3448275862068966,0.0498486773470505,0,0
5809,40,M,Москва,3,772,63123,14397,1,1,0,104.0,347471.0,37.0,94600.0,142191.0,0,63645.0,27286.0,32.0,26.0,0,0.0,0.0,29.0,10.0,0.3346976953534331,-0.23076923076923078,0.3448275862068966,-1.3325148427765154,0,0
5810,33,F,Москва,3,821,45670,1138660,1,1,0,106.0,290201.0,41.0,137631.0,99691.0,0,84709.0,255349.0,19.0,19.0,3,0.0,0.0,29.0,7.0,-0.3805759797775125,0.0,0.2413793103448276,0.6682618690498102,0,0
5811,48,F,Регион,10,569,57566,78075,2,1,1,84.0,300201.0,27.0,69913.0,72362.0,1,123816.0,99277.0,33.0,34.0,0,0.0,0.0,29.0,15.0,0.033843730134601034,0.029411764705882353,0.5172413793103449,-0.24717709036332686,0,0
5812,34,M,Регион,7,656,37556,139901,1,1,1,122.0,330576.0,43.0,93576.0,113023.0,1,286600.0,329754.0,58.0,68.0,0,0.0,0.0,29.0,17.0,0.17206232359785176,0.14705882352941177,0.5862068965517241,0.13086725255796747,0,0
5813,48,F,Москва,2,747,221716,0,1,1,1,128.0,374163.0,41.0,121891.0,92556.0,0,426458.0,1383148.0,47.0,45.0,0,0.0,0.0,29.0,19.0,-0.31694325597476125,-0.044444444444444446,0.6551724137931034,0.69167580042049,0,0
5814,55,F,Регион,7,678,109706,0,2,1,0,87.0,199325.0,35.0,100850.0,52299.0,1,388905.0,562908.0,12.0,11.0,7,0.0,0.0,29.0,8.0,-0.9283351498116599,-0.09090909090909091,0.27586206896551724,0.30911445564816986,0,0
5815,30,F,Москва,0,515,80269,142780,1,1,1,230.0,616610.0,72.0,150687.0,261146.0,0,459589.0,598240.0,15.0,32.0,0,0.0,0.0,29.0,16.0,0.42297795103122393,0.53125,0.5517241379310345,0.23176484354105376,0,0
5816,67,F,Регион,0,736,45877,166113,4,0,0,74.0,182838.0,23.0,33794.0,78767.0,0,49702.0,87041.0,12.0,17.0,1,0.0,0.0,29.0,10.0,0.5709624588977618,0.29411764705882354,0.3448275862068966,0.42898174423547525,0,0
5817,29,M,Санкт-Петербург,7,589,98015,197083,1,1,1,146.0,388974.0,50.0,145528.0,133015.0,0,534473.0,986737.0,30.0,29.0,0,0.0,0.0,29.0,17.0,-0.09407209713190241,-0.034482758620689655,0.5862068965517241,0.45834300325213306,0,0
5818,30,M,Санкт-Петербург,2,670,71652,332139,2,1,1,152.0,403261.0,44.0,126469.0,152044.0,0,130964.0,249530.0,20.0,36.0,0,0.0,0.0,29.0,12.0,0.1682078871905501,0.4444444444444444,0.41379310344827586,0.475157295715946,0,0
5819,44,M,Москва,4,551,64307,226808,3,1,0,60.0,159000.0,0.0,0.0,44764.0,35,0.0,115256.0,0.0,3.0,42,0.0,0.0,21.0,4.0,1.0,1.0,0.19047619047619047,1.0,0,1
5820,43,M,Регион,9,729,43486,0,1,1,0,74.0,170297.0,26.0,76909.0,46399.0,1,199163.0,40944.0,27.0,17.0,0,0.0,0.0,29.0,13.0,-0.6575572749412703,-0.5882352941176471,0.4482758620689655,-3.8642780382962094,0,0
5821,39,F,Регион,4,608,70597,0,1,0,1,114.0,307538.0,41.0,137263.0,79686.0,0,263918.0,222015.0,45.0,47.0,0,0.0,0.0,29.0,16.0,-0.7225485028737796,0.0425531914893617,0.5517241379310345,-0.18873949958336148,0,0
5822,48,F,Москва,2,740,164413,75297,1,1,1,108.0,312628.0,38.0,128324.0,105238.0,0,472177.0,319340.0,43.0,62.0,0,0.0,0.0,29.0,17.0,-0.21936942929360118,0.3064516129032258,0.5862068965517241,-0.4786027431577629,0,0
5823,41,F,Санкт-Петербург,10,629,62844,22628,2,1,1,167.0,537359.0,53.0,106838.0,223529.0,0,360865.0,140802.0,53.0,39.0,0,0.0,0.0,29.0,18.0,0.5220396458625055,-0.358974358974359,0.6206896551724138,-1.5629252425391684,0,0
5824,63,M,Регион,3,602,51113,54189,1,1,1,128.0,470566.0,46.0,153619.0,208539.0,0,465973.0,247437.0,41.0,47.0,0,0.0,0.0,29.0,18.0,0.2633560149420492,0.1276595744680851,0.6206896551724138,-0.8831985515504956,0,0
5825,37,M,Москва,7,691,63547,164768,2,1,0,53.0,131956.0,20.0,60908.0,45352.0,0,128764.0,52000.0,20.0,27.0,2,0.0,0.0,29.0,5.0,-0.34300582113247485,0.25925925925925924,0.1724137931034483,-1.4762307692307692,0,0
5826,28,M,Регион,1,543,61468,0,2,1,0,0.0,0.0,0.0,0.0,0.0,91,0.0,0.0,0.0,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
5827,31,F,Санкт-Петербург,1,830,43119,0,1,1,0,58.0,206943.0,20.0,57115.0,59688.0,1,114076.0,27565.0,23.0,15.0,0,0.0,0.0,29.0,9.0,0.043107492293258276,-0.5333333333333333,0.3103448275862069,-3.1384364230001816,0,0
5828,44,M,Регион,8,669,38379,576940,2,1,0,87.0,257247.0,28.0,71123.0,100050.0,0,31175.0,0.0,17.0,18.0,0,0.0,0.0,29.0,10.0,0.2891254372813593,0.05555555555555555,0.3448275862068966,0.0,0,0
5829,44,F,Регион,9,593,96371,20415,1,0,0,51.0,120034.0,5.0,7012.0,85522.0,18,35607.0,395396.0,4.0,20.0,17,0.0,0.0,26.0,6.0,0.918009401089778,0.8,0.23076923076923078,0.9099459782091878,0,1
5830,40,F,Москва,0,610,123402,0,1,1,0,89.0,232366.0,30.0,70825.0,109646.0,0,312826.0,280682.0,22.0,13.0,0,0.0,0.0,29.0,12.0,0.3540576035605494,-0.6923076923076923,0.41379310344827586,-0.11452105941955665,0,0
5831,28,F,Регион,10,652,233165,0,1,1,1,104.0,291414.0,32.0,48279.0,108541.0,0,492112.0,741034.0,21.0,21.0,0,0.0,0.0,29.0,18.0,0.5552003390423895,0.0,0.6206896551724138,0.3359117125530003,0,0
5832,51,M,Москва,3,750,78823,579313,3,1,0,75.0,214193.0,26.0,74824.0,88542.0,0,189669.0,241852.0,18.0,10.0,4,0.0,0.0,29.0,16.0,0.15493212260847958,-0.8,0.5517241379310345,0.21576418636190728,0,0
5833,61,M,Регион,10,561,64217,557003,1,1,1,156.0,440499.0,47.0,98690.0,178749.0,0,202554.0,289375.0,55.0,48.0,0,0.0,0.0,29.0,18.0,0.44788502313299655,-0.14583333333333334,0.6206896551724138,0.300029373650108,0,0
5834,38,F,Регион,5,613,102854,0,1,1,0,42.0,134468.0,0.0,0.0,36859.0,44,0.0,60901.0,4.0,6.0,26,0.0,0.0,24.0,7.0,1.0,0.3333333333333333,0.2916666666666667,1.0,0,1
5835,60,F,Москва,8,645,34724,70106,2,1,0,76.0,275081.0,24.0,99277.0,98781.0,0,72007.0,43534.0,25.0,23.0,0,0.0,0.0,29.0,7.0,-0.005021208532005142,-0.08695652173913043,0.2413793103448276,-0.6540405200532917,0,0
5836,48,M,Регион,0,804,88040,135113,1,1,0,11.0,42809.0,0.0,0.0,0.0,70,0.0,0.0,0.0,0.0,72,1.0,0.0,8.0,1.0,0.0,0.0,0.125,0.0,0,1
5837,65,F,Москва,1,750,111665,378673,1,1,1,127.0,350105.0,38.0,152696.0,72609.0,0,436447.0,479316.0,29.0,33.0,0,0.0,0.0,29.0,18.0,-1.1029899874671183,0.12121212121212122,0.6206896551724138,0.08943786562518255,0,0
5838,44,F,Регион,10,809,110695,0,1,1,1,109.0,242458.0,44.0,93632.0,41380.0,2,444867.0,698700.0,51.0,45.0,0,0.0,0.0,29.0,18.0,-1.262735621072982,-0.13333333333333333,0.6206896551724138,0.36329325890940317,0,0
5839,40,M,Регион,1,653,162815,0,1,1,1,93.0,304669.0,31.0,115026.0,105978.0,0,184966.0,234488.0,27.0,20.0,1,0.0,0.0,29.0,12.0,-0.085376210156825,-0.35,0.41379310344827586,0.21119204394254718,0,0
5840,48,M,Регион,9,793,41813,110712,3,0,0,58.0,146714.0,0.0,0.0,55929.0,38,0.0,0.0,0.0,6.0,34,1.0,0.0,21.0,5.0,1.0,1.0,0.23809523809523808,0.0,0,1
5841,33,M,Санкт-Петербург,1,777,44560,378234,1,1,1,94.0,292038.0,31.0,71249.0,142200.0,0,101077.0,267221.0,47.0,30.0,0,0.0,0.0,29.0,13.0,0.4989521800281294,-0.5666666666666667,0.4482758620689655,0.6217475422964512,0,0
5842,43,M,Регион,7,720,52623,268976,1,1,0,134.0,381074.0,50.0,139301.0,133190.0,0,245207.0,264653.0,12.0,11.0,0,0.0,0.0,29.0,4.0,-0.045881822959681656,-0.09090909090909091,0.13793103448275862,0.0734773458075291,0,0
5843,54,M,Санкт-Петербург,4,728,30659,9282,2,1,1,164.0,404923.0,46.0,155125.0,138991.0,0,135905.0,310392.0,35.0,31.0,0,0.0,0.0,29.0,16.0,-0.11607945838219741,-0.12903225806451613,0.5517241379310345,0.5621504420217016,0,0
5844,48,F,Москва,4,591,82705,0,1,1,0,123.0,362487.0,39.0,127540.0,134364.0,0,199929.0,56227.0,23.0,13.0,0,0.0,0.0,29.0,8.0,0.05078741329522789,-0.7692307692307693,0.27586206896551724,-2.555747238871005,0,0
5845,38,M,Регион,7,833,89778,97026,1,1,1,122.0,413964.0,33.0,104345.0,176688.0,0,231351.0,260471.0,43.0,43.0,1,0.0,2.0,29.0,15.0,0.4094392375260346,0.0,0.5172413793103449,0.11179747457490469,0,0
5846,40,F,Москва,1,625,83862,0,2,1,1,145.0,481508.0,43.0,124213.0,236577.0,1,258390.0,160323.0,25.0,33.0,2,0.0,1.0,29.0,13.0,0.4749574134425578,0.24242424242424243,0.4482758620689655,-0.6116839131004285,1,0
5847,47,F,Москва,3,706,65489,76212,2,1,0,109.0,298823.0,35.0,117595.0,126460.0,0,404294.0,241374.0,17.0,29.0,1,0.0,0.0,29.0,15.0,0.07010121777637197,0.41379310344827586,0.5172413793103449,-0.6749691350352565,0,0
5848,47,M,Москва,6,718,109479,0,1,1,0,2.0,3321.0,0.0,0.0,0.0,84,0.0,0.0,0.0,0.0,84,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,1
5849,47,M,Регион,3,513,84551,104388,1,0,0,136.0,318451.0,43.0,89070.0,82369.0,0,449012.0,452012.0,22.0,31.0,0,0.0,0.0,29.0,10.0,-0.0813534217970353,0.2903225806451613,0.3448275862068966,0.0066369919382671255,0,0
5850,42,F,Регион,2,645,41710,51375,1,1,0,32.0,124488.0,0.0,0.0,43129.0,43,0.0,25246.0,0.0,5.0,43,1.0,0.0,19.0,5.0,1.0,1.0,0.2631578947368421,1.0,0,1
5851,28,F,Москва,0,670,30000,39723,1,1,1,158.0,457450.0,39.0,134034.0,126350.0,2,78511.0,128240.0,24.0,24.0,1,0.0,0.0,29.0,15.0,-0.06081519588444796,0.0,0.5172413793103449,0.38778072364316907,0,0
5852,30,F,Москва,7,639,49094,78452,2,0,1,176.0,386481.0,67.0,140632.0,162380.0,1,327955.0,418372.0,31.0,33.0,0,0.0,0.0,29.0,17.0,0.13393275033871166,0.06060606060606061,0.5862068965517241,0.21611627929211324,0,0
5853,44,M,Регион,0,646,61294,20881,1,1,0,6.0,16834.0,0.0,0.0,0.0,77,0.0,0.0,0.0,0.0,78,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1
5854,48,M,Санкт-Петербург,1,799,61600,58033,2,1,0,76.0,197778.0,26.0,52675.0,65693.0,1,85584.0,134365.0,18.0,26.0,0,0.0,0.0,29.0,8.0,0.19816418796523222,0.3076923076923077,0.27586206896551724,0.36304841290514644,0,0
5855,46,M,Регион,2,567,53770,67110,1,1,0,110.0,345679.0,36.0,125956.0,152626.0,1,220796.0,233223.0,10.0,15.0,4,0.0,0.0,29.0,7.0,0.17474086983869067,0.3333333333333333,0.2413793103448276,0.05328376703841388,0,0
5856,30,F,Регион,7,523,43387,342417,1,1,0,84.0,254583.0,24.0,58425.0,87116.0,0,53111.0,19561.0,20.0,13.0,0,0.0,0.0,29.0,13.0,0.32934248588089443,-0.5384615384615384,0.4482758620689655,-1.7151474873472727,0,0
5857,36,F,Регион,1,591,36023,218823,2,1,0,102.0,288382.0,30.0,59715.0,86392.0,0,50920.0,79977.0,12.0,16.0,0,0.0,2.0,29.0,6.0,0.30879016575608853,0.25,0.20689655172413793,0.36331695362416694,1,0
5858,24,F,Москва,3,724,32216,0,1,1,0,100.0,269141.0,33.0,63563.0,95042.0,0,171127.0,115325.0,5.0,15.0,5,0.0,0.0,29.0,9.0,0.3312114644052103,0.6666666666666666,0.3103448275862069,-0.4838673314545849,0,0
5859,21,F,Регион,0,734,77728,0,1,1,1,112.0,313993.0,24.0,91865.0,140630.0,0,227392.0,210359.0,30.0,44.0,3,1.0,2.0,29.0,17.0,0.3467610040531892,0.3181818181818182,0.5862068965517241,-0.08097110178314215,1,0
5860,39,M,Регион,5,711,115033,72550,2,1,0,115.0,273921.0,28.0,81363.0,138360.0,0,163528.0,231548.0,26.0,24.0,0,0.0,0.0,29.0,13.0,0.41194709453599304,-0.08333333333333333,0.4482758620689655,0.29376198455611796,0,0
5861,54,F,Москва,1,741,30000,433401,2,0,1,164.0,442339.0,66.0,126331.0,158440.0,0,223924.0,155541.0,46.0,43.0,0,0.0,0.0,29.0,12.0,0.20265715728351427,-0.06976744186046512,0.41379310344827586,-0.43964613831722826,0,0
5862,39,M,Регион,1,676,57712,0,1,1,0,78.0,265203.0,25.0,111134.0,60649.0,0,89674.0,56187.0,23.0,15.0,2,0.0,0.0,29.0,10.0,-0.8324127355768438,-0.5333333333333333,0.3448275862068966,-0.5959919554345311,0,0
5863,61,F,Санкт-Петербург,3,598,96109,0,2,0,0,122.0,355570.0,36.0,96196.0,128509.0,3,300938.0,611629.0,22.0,22.0,0,0.0,0.0,29.0,13.0,0.2514454240559027,0.0,0.4482758620689655,0.5079729705426002,0,0
5864,36,F,Регион,2,555,53459,32243,2,0,0,54.0,156367.0,9.0,43290.0,51852.0,6,35982.0,63696.0,3.0,11.0,17,0.0,3.0,29.0,8.0,0.16512381393196018,0.7272727272727273,0.27586206896551724,0.4350979653353429,1,0
5865,38,F,Регион,0,524,92006,227099,2,0,1,133.0,398018.0,32.0,101971.0,135604.0,1,44054.0,261169.0,27.0,46.0,0,1.0,1.0,29.0,14.0,0.24802365711925903,0.41304347826086957,0.4827586206896552,0.8313199499174864,1,0
5866,26,M,Москва,4,627,114349,123472,3,0,0,51.0,90085.0,0.0,0.0,40464.0,35,0.0,82319.0,0.0,12.0,41,1.0,0.0,21.0,3.0,1.0,1.0,0.14285714285714285,1.0,0,1
5867,34,F,Санкт-Петербург,5,729,75860,65798,2,0,1,94.0,218823.0,38.0,79302.0,64347.0,0,163315.0,74774.0,35.0,31.0,2,0.0,0.0,29.0,21.0,-0.2324117674483659,-0.12903225806451613,0.7241379310344828,-1.1841147992617755,0,0
5868,24,F,Москва,5,674,44471,331105,3,1,0,1.0,12034.0,0.0,0.0,0.0,87,0.0,0.0,0.0,0.0,96,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1
5869,19,M,Москва,4,652,131799,1448565,1,1,1,50.0,138570.0,0.0,0.0,10499.0,48,0.0,237544.0,0.0,4.0,48,1.0,0.0,18.0,5.0,1.0,1.0,0.2777777777777778,1.0,0,1
5870,24,M,Регион,10,544,50997,33991,1,0,1,132.0,394332.0,49.0,151471.0,108572.0,1,163309.0,196417.0,39.0,34.0,0,0.0,0.0,29.0,16.0,-0.39512028884058503,-0.14705882352941177,0.5517241379310345,0.16855974788332986,0,0
5871,39,F,Москва,3,850,50998,198762,1,0,1,165.0,357697.0,61.0,103318.0,144957.0,0,333677.0,220335.0,24.0,23.0,4,0.0,0.0,29.0,18.0,0.2872507019322972,-0.043478260869565216,0.6206896551724138,-0.5144076065990424,0,0
5872,29,M,Регион,3,567,81547,116571,2,0,1,119.0,299204.0,45.0,125115.0,103532.0,0,438515.0,192305.0,23.0,21.0,0,0.0,0.0,29.0,16.0,-0.20846694741722366,-0.09523809523809523,0.5517241379310345,-1.2803099243389406,0,0
5873,32,M,Москва,5,662,49967,215219,1,1,1,75.0,239612.0,21.0,54497.0,131325.0,2,30711.0,86411.0,42.0,36.0,1,0.0,0.0,29.0,14.0,0.5850218922520465,-0.16666666666666666,0.4827586206896552,0.644593859578063,0,0
5874,43,M,Регион,0,750,52350,481486,1,0,0,32.0,55939.0,0.0,0.0,9339.0,48,0.0,13904.0,0.0,6.0,46,0.0,0.0,18.0,4.0,1.0,1.0,0.2222222222222222,1.0,0,1
5875,19,M,Регион,10,654,47847,543940,2,1,1,165.0,500432.0,61.0,212982.0,127524.0,0,252792.0,170494.0,60.0,62.0,1,0.0,0.0,29.0,17.0,-0.6701326809071234,0.03225806451612903,0.5862068965517241,-0.48270320363179936,0,0
5876,39,M,Регион,5,569,53723,54279,2,1,0,89.0,306094.0,32.0,86347.0,134239.0,1,119872.0,114840.0,17.0,22.0,0,0.0,0.0,29.0,11.0,0.35676666244534005,0.22727272727272727,0.3793103448275862,-0.04381748519679554,0,0
5877,48,F,Регион,7,731,67385,0,2,0,0,122.0,476140.0,35.0,114955.0,134201.0,0,0.0,265630.0,17.0,16.0,1,0.0,0.0,29.0,11.0,0.14341174804956744,-0.0625,0.3793103448275862,1.0,0,0
5878,49,M,Регион,3,516,30000,88226,1,1,1,144.0,311998.0,48.0,130226.0,97133.0,0,143975.0,62635.0,56.0,40.0,0,0.0,0.0,29.0,15.0,-0.34069780610091316,-0.4,0.5172413793103449,-1.2986349485112159,0,0
5879,44,F,Регион,7,824,56458,88869,3,0,1,123.0,387826.0,38.0,95011.0,114816.0,1,257082.0,256599.0,23.0,35.0,2,0.0,0.0,29.0,20.0,0.1724933807134894,0.34285714285714286,0.6896551724137931,-0.0018823144283492922,0,0
5880,37,M,Регион,9,678,30000,3629,1,1,1,69.0,168789.0,27.0,58266.0,67025.0,0,90723.0,18896.0,20.0,26.0,0,0.0,0.0,29.0,16.0,0.13068258112644535,0.23076923076923078,0.5517241379310345,-3.801174851820491,0,0
5881,31,M,Москва,6,625,46913,332950,2,0,1,138.0,346938.0,61.0,151628.0,95980.0,1,203170.0,297386.0,49.0,36.0,1,0.0,0.0,29.0,14.0,-0.5797874557199416,-0.3611111111111111,0.4827586206896552,0.3168138379076352,0,0
5882,37,M,Санкт-Петербург,2,508,73340,52572,1,1,1,142.0,428677.0,41.0,154919.0,169285.0,0,79100.0,163672.0,25.0,19.0,3,0.0,0.0,29.0,15.0,0.08486280532829252,-0.3157894736842105,0.5172413793103449,0.516716359548365,0,0
5883,58,F,Москва,7,535,49194,92784,1,1,1,159.0,435552.0,47.0,114186.0,140674.0,0,213725.0,200012.0,25.0,31.0,1,0.0,0.0,29.0,23.0,0.18829350128666278,0.1935483870967742,0.7931034482758621,-0.06856088634681919,0,0
5884,41,F,Регион,9,645,91288,49763,2,0,0,80.0,263429.0,23.0,92579.0,90603.0,0,0.0,181730.0,9.0,10.0,6,0.0,0.0,29.0,12.0,-0.021809432358751917,0.1,0.41379310344827586,1.0,0,0
5885,37,M,Регион,7,839,73760,76956,1,0,0,136.0,405808.0,45.0,83028.0,186715.0,0,444436.0,363417.0,7.0,8.0,0,0.0,0.0,29.0,10.0,0.5553222826232493,0.125,0.3448275862068966,-0.22293673658634572,0,0
5886,45,M,Регион,7,673,30000,456579,1,0,1,139.0,465021.0,40.0,92840.0,187333.0,0,92222.0,193284.0,54.0,38.0,0,0.0,0.0,29.0,17.0,0.5044119295585935,-0.42105263157894735,0.5862068965517241,0.5228679042238364,0,0
5887,39,M,Регион,5,685,122856,0,1,1,0,97.0,302406.0,35.0,123902.0,62246.0,1,208321.0,772333.0,10.0,17.0,2,0.0,0.0,29.0,11.0,-0.9905214792918421,0.4117647058823529,0.3793103448275862,0.7302704921322797,0,0
5888,41,M,Москва,2,689,69551,1258988,1,1,0,106.0,294066.0,35.0,125166.0,97685.0,0,216657.0,76599.0,10.0,12.0,3,0.0,0.0,29.0,15.0,-0.28132261862107794,0.16666666666666666,0.5172413793103449,-1.828457290565151,0,0
5889,35,F,Регион,7,850,42551,210007,1,0,0,49.0,174808.0,0.0,0.0,92004.0,32,0.0,26851.0,0.0,15.0,33,1.0,0.0,21.0,7.0,1.0,1.0,0.3333333333333333,1.0,0,1
5890,33,M,Москва,4,606,45167,229046,4,0,0,131.0,393167.0,41.0,108506.0,143167.0,0,49895.0,125971.0,18.0,15.0,1,0.0,0.0,29.0,11.0,0.24210188102006747,-0.2,0.3793103448275862,0.6039167744957172,0,0
5891,50,F,Москва,2,807,30000,0,1,1,0,58.0,193186.0,20.0,40210.0,74444.0,0,85850.0,22139.0,26.0,13.0,1,0.0,0.0,29.0,10.0,0.45986244693998174,-1.0,0.3448275862068966,-2.8777722571028503,0,0
5892,18,F,Регион,5,610,68233,0,3,0,1,74.0,128115.0,7.0,16054.0,52712.0,16,0.0,80161.0,8.0,20.0,16,1.0,0.0,26.0,14.0,0.6954393686447109,0.6,0.5384615384615384,1.0,0,1
5893,44,F,Москва,0,580,88497,340765,1,1,0,119.0,324646.0,45.0,125209.0,98612.0,0,240194.0,232025.0,25.0,23.0,0,0.0,0.0,29.0,10.0,-0.26971362511661867,-0.08695652173913043,0.3448275862068966,-0.03520741299428941,0,0
5894,32,F,Регион,5,642,39815,410298,2,1,0,57.0,146251.0,14.0,27412.0,72885.0,3,183888.0,25282.0,16.0,13.0,0,0.0,0.0,29.0,10.0,0.6239006654318446,-0.23076923076923078,0.3448275862068966,-6.273475199746856,0,0
5895,18,M,Регион,6,642,34788,135904,3,1,1,145.0,337068.0,49.0,116985.0,106160.0,0,48543.0,51451.0,46.0,45.0,1,0.0,0.0,29.0,15.0,-0.10196872645064055,-0.022222222222222223,0.5172413793103449,0.056519795533614504,0,0
5896,26,F,Регион,4,706,65141,192561,2,0,1,105.0,344479.0,33.0,87734.0,102126.0,0,75652.0,19741.0,44.0,52.0,0,0.0,0.0,29.0,11.0,0.14092395668096272,0.15384615384615385,0.3793103448275862,-2.832227344106175,0,0
